Marital status;Application mode;Application order;Course;Daytime evening attendance ;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1;1;2;9773;1;1;127;1;1;19;4;5;120,4;1;0;0;1;0;0;18;0;0;5;7;2;10;0;0;1;1;0;0;0;12,7;3,7;-1,7;Dropout
1;44;1;9085;1;39;140;1;38;37;4;10;140;0;0;1;0;0;0;20;0;1;6;13;4;13;0;1;6;11;5;12;0;16,2;0,3;-0,92;Dropout
1;17;6;9147;1;1;118;1;37;1;9;7;117;1;0;0;0;1;0;23;0;0;5;9;3;10;1;0;5;9;3;12,3333333333333;0;9,4;-0,8;-3,12;Dropout
1;1;4;9773;1;1;124;1;19;37;99;90;124;0;0;0;0;0;0;18;0;0;4;4;0;0;0;0;4;4;0;0;0;12,7;3,7;-1,7;Dropout
1;7;1;8014;0;3;140;1;1;1;4;4;140;0;0;0;1;0;0;30;0;0;6;0;0;0;0;0;6;0;0;0;0;10,8;1,4;1,74;Dropout
1;17;1;9130;1;1;157;1;3;2;3;6;150,9;1;0;0;1;0;0;18;0;0;6;8;6;15;0;0;6;8;5;15,1666666666667;0;13,9;-0,3;0,79;Dropout
1;39;1;9670;1;19;133,1;1;1;1;4;7;100;0;0;1;0;0;0;25;0;0;5;5;5;11,2;0;0;5;5;5;12,6;0;9,4;-0,8;-3,12;Dropout
1;17;1;9853;1;1;135;1;3;3;2;2;132,9;1;0;0;0;0;0;29;0;0;6;9;6;16,3333333333333;0;0;6;8;5;15,6;0;12,7;3,7;-1,7;Dropout
1;7;1;9500;1;3;140;1;3;1;4;4;140;0;0;0;1;0;0;26;0;0;7;0;0;0;0;0;8;0;0;0;0;13,9;-0,3;0,79;Dropout
1;17;2;9254;1;1;123;1;19;19;5;5;113,2;1;0;1;1;0;0;19;0;0;6;10;6;12,1666666666667;0;0;6;8;5;11,6666666666667;0;16,2;0,3;-0,92;Dropout
1;1;2;9773;1;1;128;1;34;19;3;0;141;1;0;0;0;0;0;20;0;0;6;10;4;12;0;0;6;15;3;10,6666666666667;0;7,6;2,6;0,32;Dropout
1;17;1;9853;1;1;158;1;38;37;5;5;140,2;1;0;0;1;0;0;18;0;0;6;9;5;11;0;0;6;9;4;11,25;0;10,8;1,4;1,74;Dropout
1;17;2;9670;1;1;129;1;1;19;5;5;119,2;1;0;0;1;0;0;21;0;0;6;0;0;0;0;0;6;0;0;0;0;8,9;1,4;3,51;Dropout
1;1;5;9500;1;1;141;1;38;38;9;9;142,3;1;0;0;1;0;0;18;0;0;8;8;8;12,82875;0;0;8;8;8;12,82875;0;9,4;-0,8;-3,12;Dropout
1;17;1;9085;1;1;109;1;19;19;4;9;104,1;1;0;1;0;0;1;21;0;0;6;16;2;13;0;0;6;8;0;0;0;15,5;2,8;-4,06;Dropout
1;17;3;9238;1;1;118;1;1;19;4;10;112,4;1;0;0;1;0;0;19;0;0;6;10;5;11,2857142857143;0;0;6;7;0;0;0;16,2;0,3;-0,92;Dropout
1;43;1;9254;1;1;142;1;38;38;9;9;125,9;0;0;0;1;0;1;19;0;0;6;0;0;0;0;0;6;11;1;10;0;10,8;1,4;1,74;Dropout
1;17;2;9500;1;1;131;1;38;1;5;7;118,4;1;0;0;1;0;1;20;0;0;7;9;6;13,7666666666667;0;0;8;9;8;13,7444444444444;0;16,2;0,3;-0,92;Dropout
1;1;3;9500;1;1;139;1;18;18;1;1;130,8;1;0;0;0;0;0;18;0;0;8;9;6;12,7583333333333;1;0;8;9;6;12,7583333333333;1;9,4;-0,8;-3,12;Dropout
1;1;1;171;1;1;170;1;19;19;8;8;176,7;1;0;0;1;0;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;11,1;0,6;2,02;Dropout
1;39;1;9254;1;1;133,1;1;19;1;4;1;101;0;0;1;1;0;0;25;0;0;6;6;0;0;0;0;6;6;0;0;0;15,5;2,8;-4,06;Dropout
1;1;1;9147;1;1;116;1;19;19;5;8;127,9;0;0;1;0;0;1;20;0;0;5;12;2;13;1;0;5;13;2;11,5;0;9,4;-0,8;-3,12;Dropout
1;17;4;9254;1;1;133;1;37;37;5;8;128,5;1;0;0;1;0;1;18;0;0;6;14;2;11;0;0;6;14;3;10,3333333333333;0;7,6;2,6;0,32;Dropout
1;17;2;9670;1;1;123;1;34;37;0;0;114,6;1;0;1;0;0;0;18;0;0;5;8;3;12;0;0;5;6;4;10,75;0;7,6;2,6;0,32;Dropout
1;17;1;9238;1;1;103;1;19;37;7;9;104,1;0;0;0;1;0;0;20;0;0;6;6;0;0;0;0;5;5;0;0;0;8,9;1,4;3,51;Dropout
1;1;1;9085;1;1;150;1;12;2;4;2;144,6;0;0;1;0;0;0;24;0;0;5;6;1;13;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
1;43;1;8014;0;6;133,1;1;34;34;0;0;100;0;0;1;1;0;0;29;0;1;6;9;4;12;0;1;6;13;2;10,5;0;7,6;2,6;0,32;Dropout
1;17;1;171;1;1;136;1;38;38;7;7;127,3;1;0;0;1;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;15,5;2,8;-4,06;Dropout
1;42;1;9853;1;1;141;1;37;19;9;3;133;0;0;0;1;0;0;20;0;6;14;22;12;12,1538461538462;0;5;12;18;10;12,9;0;10,8;1,4;1,74;Dropout
1;17;4;9773;1;1;137;1;1;1;5;5;125,8;0;0;1;1;1;0;20;0;0;6;7;5;12,2;0;0;6;6;6;12,3333333333333;0;12,7;3,7;-1,7;Dropout
1;1;6;9500;1;1;138;1;4;19;2;3;124,7;1;0;0;1;1;0;18;0;0;7;0;0;0;0;0;8;0;0;0;0;16,2;0,3;-0,92;Dropout
1;39;1;9003;1;1;130;1;3;1;2;4;154,9;0;0;1;0;1;0;35;0;0;6;8;5;16,1666666666667;0;0;6;10;4;16;0;8,9;1,4;3,51;Dropout
1;1;3;9147;1;1;136;1;38;38;9;9;127,3;1;0;0;1;1;0;19;0;0;5;8;3;11;0;0;5;7;2;10;0;12,7;3,7;-1,7;Dropout
1;39;2;9556;1;1;133,1;1;1;1;9;10;100,5;0;0;0;1;1;0;24;0;0;7;18;0;0;0;0;7;13;0;0;1;11,1;0,6;2,02;Dropout
1;39;1;8014;0;1;140;1;37;37;9;7;122;1;0;1;0;1;0;29;0;0;6;11;4;12,5;0;0;6;7;0;0;0;12,4;0,5;1,79;Dropout
2;7;1;171;1;3;120;1;19;19;9;9;130;1;0;0;1;1;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;7,6;2,6;0,32;Dropout
1;1;5;9147;1;1;132;1;39;39;3;3;127,8;1;0;0;0;1;0;18;0;0;5;0;0;0;0;0;5;0;0;0;0;11,1;0,6;2,02;Dropout
1;1;5;9773;1;1;131;1;1;38;9;5;132,4;1;0;1;0;1;0;18;0;0;6;6;0;0;0;0;6;0;0;0;0;11,1;0,6;2,02;Dropout
1;1;1;9238;1;1;140;1;19;38;9;9;132;0;0;0;1;1;0;19;0;0;6;10;5;11,5714285714286;0;0;6;10;3;13;0;16,2;0,3;-0,92;Dropout
1;16;2;9147;1;1;129;1;19;19;4;9;127,6;1;0;0;1;1;0;19;0;0;5;8;5;11,6;0;0;5;9;3;11;0;10,8;1,4;1,74;Dropout
1;17;1;171;1;1;129;1;38;37;4;6;128;0;0;0;0;1;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,4;-0,8;-3,12;Dropout
1;43;3;9254;1;1;110;1;37;37;9;9;107,2;1;0;0;1;1;0;19;0;1;6;16;2;10,5;0;0;6;15;4;10;0;7,6;2,6;0,32;Dropout
1;43;1;9003;1;1;119;1;37;37;9;6;119;0;0;1;1;1;0;23;0;0;6;6;0;0;0;0;6;8;0;0;0;15,5;2,8;-4,06;Dropout
2;39;1;9773;1;1;120;1;37;38;9;3;155,5;0;0;0;1;1;0;47;0;0;6;12;5;13,8;0;0;6;13;4;14;0;12,7;3,7;-1,7;Dropout
1;1;1;171;1;1;124;1;3;3;2;2;119,1;1;0;0;1;1;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;16,2;0,3;-0,92;Dropout
1;43;1;9147;1;1;151;1;1;3;1;1;111;0;0;0;1;1;0;28;0;0;5;9;2;10;0;0;5;9;0;0;0;15,5;2,8;-4,06;Dropout
1;43;1;9254;1;6;138,6;1;34;34;0;0;138,6;1;0;0;1;1;0;20;0;0;6;10;4;11,5;0;0;6;11;3;11,6666666666667;0;7,6;2,6;0,32;Dropout
1;39;1;9254;1;19;133,1;1;38;37;4;5;102,5;0;0;1;0;1;0;24;0;0;6;7;0;0;0;0;6;7;0;0;0;16,2;0,3;-0,92;Dropout
1;39;1;9254;1;19;133,1;1;37;37;90;90;100;0;0;0;1;1;0;48;0;0;6;13;3;10;0;0;6;15;1;10;0;7,6;2,6;0,32;Dropout
1;44;1;9119;1;1;130;1;37;12;9;8;129,4;1;0;1;0;1;0;23;0;0;5;6;0;0;0;0;5;7;0;0;0;13,9;-0,3;0,79;Dropout
1;44;1;9238;1;39;140;1;1;1;4;3;138,6;0;0;0;1;1;0;22;0;3;6;7;6;12,3333333333333;0;2;6;6;2;14;0;13,9;-0,3;0,79;Dropout
1;16;1;171;1;1;122;1;19;37;9;7;133,9;1;0;0;1;1;0;25;0;9;13;16;10;11,4545454545455;0;5;11;13;7;12,25;0;12,4;0,5;1,79;Dropout
1;7;1;9085;1;40;140;1;5;3;2;2;140;0;0;1;1;1;0;27;0;8;13;13;8;13,5;2;5;11;12;5;14,4;0;11,1;0,6;2,02;Dropout
1;39;1;9119;1;12;133,1;1;34;34;0;0;95,1;0;0;0;0;1;0;49;0;0;5;5;0;0;0;0;5;6;0;0;0;10,8;1,4;1,74;Dropout
1;39;1;9991;0;1;120;1;19;37;5;5;128,2;0;0;0;0;1;0;31;0;0;5;5;2;11;0;0;5;0;0;0;0;12,7;3,7;-1,7;Dropout
1;39;1;9254;1;1;133,1;1;37;37;9;6;121,5;0;0;0;1;1;0;54;0;0;6;9;6;13,7142857142857;0;0;6;13;5;14,3333333333333;0;16,2;0,3;-0,92;Dropout
1;7;1;33;1;40;120;1;38;37;5;6;120;1;0;1;0;1;0;25;0;18;21;26;21;12,3636363636364;0;12;16;21;12;12,25;1;11,1;0,6;2,02;Dropout
1;7;1;9070;1;3;120;1;4;4;2;2;120;0;0;0;1;1;0;28;0;0;6;9;2;12;0;0;6;10;3;12,6666666666667;0;12,7;3,7;-1,7;Dropout
1;43;1;9147;1;1;123;1;1;1;4;4;114,4;0;0;0;1;1;0;22;0;0;5;6;0;0;0;0;5;8;2;11,5;0;15,5;2,8;-4,06;Dropout
1;1;1;9254;1;1;178;1;2;1;2;3;157,7;0;0;0;1;1;0;34;0;0;6;13;2;13,5;0;0;6;6;0;0;0;15,5;2,8;-4,06;Dropout
1;39;1;9003;1;1;130;1;38;38;9;9;150;0;0;1;0;1;0;28;0;5;11;14;11;15,0909090909091;0;5;10;11;10;15;0;11,1;0,6;2,02;Dropout
1;7;1;9003;1;3;140;1;39;39;9;4;140;0;0;0;1;1;0;50;0;2;6;8;2;13,5;0;1;6;9;1;13;0;15,5;2,8;-4,06;Dropout
1;1;4;9147;1;1;108;1;3;1;3;4;109,1;1;0;0;1;1;0;19;0;0;5;5;0;0;0;0;5;5;0;0;0;12,4;0,5;1,79;Dropout
1;43;1;9500;1;1;120;1;3;4;2;4;120,6;0;0;0;1;1;0;18;0;0;7;12;4;12,65;0;0;7;10;3;10,6666666666667;0;16,2;0,3;-0,92;Dropout
2;39;1;9991;0;1;100;1;37;37;1;1;161,9;0;0;0;1;1;0;59;0;0;5;7;0;0;0;0;5;7;0;0;0;16,2;0,3;-0,92;Dropout
2;7;1;9991;0;3;140;1;34;34;99;99;140;1;0;0;0;1;0;33;0;0;5;5;0;0;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
2;39;1;9991;0;19;133,1;1;37;1;5;5;138,3;0;0;0;1;1;0;44;0;0;5;9;3;11,3333333333333;0;0;5;8;5;11,1428571428571;0;13,9;-0,3;0,79;Dropout
2;1;4;8014;0;1;140;1;34;34;0;0;128;1;0;0;1;1;0;37;0;0;6;0;0;0;0;0;6;0;0;0;0;9,4;-0,8;-3,12;Dropout
2;39;1;171;1;19;100;1;37;37;9;9;139;0;0;0;1;1;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;10,8;1,4;1,74;Dropout
1;1;2;9991;0;1;123;1;1;3;4;2;113,2;0;0;0;0;1;0;22;0;0;5;7;3;11,6666666666667;0;0;5;8;2;10,5;2;7,6;2,6;0,32;Dropout
2;43;1;8014;0;1;120;1;37;37;5;5;161,1;0;0;0;1;1;0;47;0;0;6;9;6;12,1428571428571;0;0;6;6;0;0;0;16,2;0,3;-0,92;Dropout
1;1;1;9254;1;1;133,1;1;38;1;9;9;121;0;0;1;0;1;0;21;0;0;6;9;5;11,8333333333333;0;0;6;8;5;10;0;8,9;1,4;3,51;Dropout
2;42;1;9147;1;1;133,1;1;37;37;9;9;115,8;0;0;0;0;1;0;49;0;0;5;5;0;0;0;0;5;9;0;0;0;10,8;1,4;1,74;Dropout
1;39;1;9991;0;1;133,1;1;3;38;2;7;121,7;0;0;0;1;1;0;31;0;0;5;5;0;0;0;0;5;7;0;0;0;13,9;-0,3;0,79;Dropout
1;42;1;9119;1;1;120;1;5;5;2;2;115;0;0;0;1;1;0;30;0;1;6;9;2;15;0;1;6;7;2;13,5;0;15,5;2,8;-4,06;Dropout
1;18;1;9147;1;1;131;1;34;34;90;90;131;0;0;0;1;1;0;22;0;0;5;11;3;13,6666666666667;0;0;5;10;3;11,3333333333333;0;9,4;-0,8;-3,12;Dropout
1;17;1;171;1;1;132;1;1;37;4;9;127,1;0;0;0;0;1;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;7,6;2,6;0,32;Dropout
1;43;2;9147;1;1;126;1;1;19;3;3;100;1;0;0;1;1;0;22;0;0;5;11;0;0;0;0;5;7;1;10;1;16,2;0,3;-0,92;Dropout
1;39;1;9254;1;39;137;1;1;1;5;10;124,5;0;0;0;0;1;0;26;0;0;6;0;0;0;0;0;6;0;0;0;0;16,2;0,3;-0,92;Dropout
1;17;1;9147;1;1;133,1;1;1;19;4;8;95;0;0;0;1;1;0;20;0;0;5;14;0;0;0;0;5;5;0;0;0;11,1;0,6;2,02;Dropout
1;7;1;9130;1;3;140;1;2;38;2;3;140;1;0;0;0;1;0;18;0;2;5;7;2;13;0;0;5;5;0;0;0;12,7;3,7;-1,7;Dropout
4;43;2;9991;0;38;133,1;1;3;1;2;9;125,4;0;0;0;1;1;0;39;0;0;2;5;0;0;0;0;4;4;0;0;0;10,8;1,4;1,74;Dropout
1;1;1;9500;1;1;141;1;19;1;90;90;128;0;0;0;1;1;0;18;0;0;8;8;0;0;3;0;8;8;0;0;3;10,8;1,4;1,74;Dropout
1;1;1;9147;1;1;150;1;34;19;0;4;152,8;1;0;0;1;1;1;18;0;0;5;7;4;12,75;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
1;1;1;9130;1;1;152;1;19;37;9;8;135,6;1;0;0;1;1;0;18;0;0;5;5;5;15,4;0;0;5;5;5;15,6;0;12,7;3,7;-1,7;Dropout
1;39;1;9119;1;19;133,1;1;1;1;4;3;134,4;0;0;1;0;1;0;31;0;0;5;9;2;13,3333333333333;0;0;5;9;2;16;4;16,2;0,3;-0,92;Dropout
1;39;1;9991;0;1;130;1;3;1;3;3;120,5;0;0;0;1;1;0;28;0;0;5;5;0;0;0;0;5;5;0;0;0;12,7;3,7;-1,7;Dropout
1;1;1;9070;1;1;148;1;1;1;4;8;141,4;0;0;0;1;1;0;19;0;0;6;0;0;0;0;0;6;0;0;0;0;15,5;2,8;-4,06;Dropout
4;39;1;9238;1;1;130;1;19;3;9;2;140;0;0;0;1;1;0;50;0;0;6;7;4;12,25;0;0;6;7;0;0;0;8,9;1,4;3,51;Dropout
2;39;1;9991;0;1;130;1;37;37;9;9;140;1;0;0;1;1;0;31;0;0;5;8;1;11;0;0;5;5;1;13;0;9,4;-0,8;-3,12;Dropout
2;39;1;9119;1;1;110;1;37;37;9;9;106,8;0;0;0;1;1;0;34;0;0;5;8;1;10;0;0;5;9;0;0;0;8,9;1,4;3,51;Dropout
2;39;1;9991;0;1;110;1;37;37;1;4;120;1;0;0;0;1;0;40;0;0;5;10;2;10,5;0;0;5;5;3;10,6666666666667;0;9,4;-0,8;-3,12;Dropout
2;39;1;9070;1;12;110;1;37;38;5;10;130;0;0;1;0;1;1;46;0;0;6;6;0;0;0;0;6;6;0;0;0;15,5;2,8;-4,06;Dropout
1;43;5;8014;0;1;110;1;34;34;0;0;110;0;0;0;1;1;0;37;0;0;6;12;0;0;0;0;5;10;0;0;0;7,6;2,6;0,32;Dropout
1;39;1;9003;1;1;133,1;1;19;37;9;7;110;1;0;0;1;1;0;31;0;0;6;8;0;0;0;0;6;10;0;0;0;16,2;0,3;-0,92;Dropout
1;1;6;171;1;1;126;1;10;10;4;4;130,2;1;0;0;1;1;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,4;-0,8;-3,12;Dropout
1;43;1;9991;0;1;100;1;37;19;9;4;130;0;0;0;1;1;0;40;0;1;5;6;4;10,25;0;3;8;18;5;11,2;5;15,5;2,8;-4,06;Dropout
1;39;1;9130;1;1;120;1;1;38;9;9;150;0;0;0;1;1;0;25;0;0;6;6;0;0;0;0;6;6;0;0;0;12,4;0,5;1,79;Dropout
1;17;5;9119;1;1;126;1;38;38;5;9;116,9;1;0;1;1;1;0;20;0;0;5;5;4;14,5;0;0;6;8;3;13,3333333333333;0;11,1;0,6;2,02;Dropout
1;39;1;9003;1;1;111;1;37;37;9;10;95,8;1;0;0;0;1;0;43;0;0;6;0;0;0;0;0;6;0;0;0;0;15,5;2,8;-4,06;Dropout
1;39;1;9670;1;1;133,1;1;19;19;3;3;125,3;0;1;0;1;1;1;30;0;0;6;0;0;0;0;0;6;0;0;0;0;12,4;0,5;1,79;Dropout
1;1;2;9085;1;1;125;1;37;19;90;90;137,3;0;0;0;1;1;0;18;0;0;6;0;0;0;0;0;6;0;0;0;0;7,6;2,6;0,32;Dropout
1;44;1;9003;1;39;150;1;1;38;6;6;150;1;0;0;1;1;0;21;0;0;6;12;4;11,8;0;0;6;11;4;11875;0;16,2;0,3;-0,92;Dropout
1;17;5;9254;1;1;113;1;1;1;2;3;110,2;1;0;0;1;1;0;21;0;0;6;10;4;11,5;0;0;6;10;2;10,5;0;9,4;-0,8;-3,12;Dropout
1;42;1;9773;1;1;133,1;1;19;6;4;3;120;0;0;0;1;1;0;27;0;0;4;8;0;0;0;0;5;10;0;0;0;9,4;-0,8;-3,12;Dropout
1;39;1;9130;1;1;133,1;1;1;19;4;5;120;1;0;0;1;1;0;29;0;0;5;11;1;18;2;0;5;10;3;13,3333333333333;2;10,8;1,4;1,74;Dropout
1;1;1;9670;1;1;95;1;37;37;5;8;95;0;0;0;0;1;0;21;0;0;6;9;4;13,25;0;0;6;6;5;11;0;12,7;3,7;-1,7;Dropout
1;39;1;9147;1;1;120;1;37;37;9;9;110;0;0;0;0;1;0;32;0;0;5;9;0;0;1;0;5;5;0;0;0;9,4;-0,8;-3,12;Dropout
1;43;1;9991;0;1;136;1;3;4;2;2;133,9;0;0;0;0;1;0;26;0;8;12;12;8;11,25;0;3;8;8;3;11,3333333333333;0;7,6;2,6;0,32;Dropout
1;7;1;9119;1;40;130;1;1;1;4;4;130;0;0;0;1;1;0;27;0;4;6;6;6;13,1666666666667;0;2;5;7;5;15,1428571428571;0;11,1;0,6;2,02;Dropout
1;17;4;9147;1;1;132;1;38;19;5;5;120,8;1;0;0;1;1;1;18;0;0;5;8;4;10,8;0;0;5;10;2;12,5;0;11,1;0,6;2,02;Dropout
1;39;2;9238;1;1;110;1;19;1;5;5;136,5;0;0;0;1;1;0;28;0;0;5;6;0;0;0;0;5;5;0;0;0;13,9;-0,3;0,79;Dropout
2;39;1;9003;1;1;130;1;1;37;9;1;122;0;0;1;0;1;0;25;0;3;10;23;6;11,4285714285714;0;2;7;15;4;12;1;15,5;2,8;-4,06;Dropout
1;43;1;9003;1;1;130;1;37;1;5;4;130;0;0;0;1;1;0;25;0;8;14;24;8;12,5;2;6;13;23;10;11,6;0;15,5;2,8;-4,06;Dropout
1;1;1;9254;1;1;133,1;1;4;19;4;5;98;0;0;0;1;1;0;26;0;0;6;6;0;0;0;0;6;12;0;0;0;10,8;1,4;1,74;Dropout
1;39;1;9003;1;1;140;1;1;3;4;5;130;0;0;0;1;1;0;25;0;0;6;8;0;0;0;0;6;10;0;0;0;16,2;0,3;-0,92;Dropout
4;39;1;8014;0;19;100;1;1;37;9;1;111,5;0;0;0;1;1;0;45;0;2;8;10;4;11,5;0;2;8;13;4;11;0;10,8;1,4;1,74;Dropout
1;1;1;9147;1;1;124;1;19;19;9;3;115,6;1;0;0;0;1;0;20;0;0;5;9;3;12;1;0;5;7;3;11;0;9,4;-0,8;-3,12;Dropout
1;1;1;9500;1;1;142;1;1;38;9;9;127;0;0;1;0;1;0;21;0;0;7;12;4;12,94;0;0;7;12;4;11,58;0;12,4;0,5;1,79;Dropout
4;39;1;9500;1;19;110;1;37;38;5;5;151;0;0;1;0;1;0;47;0;0;7;7;0;0;7;0;8;8;0;0;8;15,5;2,8;-4,06;Dropout
1;18;1;9991;0;1;112;1;43;40;2;2;106,4;0;0;0;1;1;0;22;0;0;5;0;0;0;0;0;5;0;0;0;0;8,9;1,4;3,51;Dropout
2;39;1;9991;0;1;100;1;37;37;9;9;125,3;1;0;0;1;1;0;41;0;0;5;8;4;11,25;0;0;5;8;3;11;1;7,6;2,6;0,32;Dropout
1;7;1;9119;1;3;130;1;34;34;90;90;130;0;0;0;1;1;0;26;0;0;5;5;0;0;0;0;5;6;0;0;0;10,8;1,4;1,74;Dropout
2;39;1;8014;0;1;133,1;1;34;34;90;90;116;0;0;0;0;0;0;51;0;0;6;13;4;11,25;0;0;6;12;0;0;1;10,8;1,4;1,74;Dropout
1;43;2;9238;1;1;129;1;34;30;0;5;118,9;1;0;0;1;1;0;22;0;0;6;11;0;0;0;0;5;10;0;0;0;9,4;-0,8;-3,12;Dropout
1;17;2;9070;1;1;127;1;37;37;9;9;119,3;1;1;0;1;1;1;25;0;0;6;8;4;10,25;0;0;6;6;4;11,25;0;12,7;3,7;-1,7;Dropout
1;39;1;9085;1;2;140;1;38;38;9;10;150;0;0;0;1;1;0;47;0;0;6;0;0;0;0;0;6;0;0;0;0;16,2;0,3;-0,92;Dropout
2;39;1;9991;0;19;133,1;1;37;37;5;5;111,9;1;0;0;1;1;0;41;0;0;5;5;0;0;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
1;39;1;9003;1;1;133,1;1;1;37;9;8;130;0;0;0;1;1;0;29;0;0;3;4;0;0;0;0;4;8;0;0;0;16,2;0,3;-0,92;Dropout
1;39;2;9119;1;1;120;1;37;37;5;5;128;0;0;0;1;1;0;30;0;0;2;2;0;0;0;0;2;2;0;0;0;7,6;2,6;0,32;Dropout
1;39;2;9147;1;38;133,1;1;19;38;9;9;102,5;0;0;0;0;1;0;26;0;0;4;4;0;0;0;0;5;0;0;0;0;12,7;3,7;-1,7;Dropout
1;39;2;9991;0;1;133,1;1;19;38;9;9;102,5;0;0;0;0;1;0;27;0;0;5;10;0;0;0;0;5;5;0;0;0;15,5;2,8;-4,06;Dropout
1;39;1;9003;1;19;133,1;1;1;19;4;10;114;0;0;0;1;1;0;29;0;3;9;13;6;11,6666666666667;0;2;7;10;6;10,8571428571429;0;15,5;2,8;-4,06;Dropout
1;42;1;9119;1;1;120;1;34;34;0;0;128,2;1;0;0;1;1;0;35;0;6;10;12;7;11,2857142857143;0;2;8;8;5;13;0;9,4;-0,8;-3,12;Dropout
1;1;3;9773;1;1;146;1;38;38;9;7;134,1;1;0;0;1;1;1;18;0;0;6;6;6;12,5;0;0;6;7;6;12,6666666666667;0;10,8;1,4;1,74;Dropout
1;1;4;9119;1;1;111;1;37;37;9;5;107,5;1;0;0;1;1;1;22;0;0;5;9;3;12,3333333333333;0;0;6;14;3;12,5;0;11,1;0,6;2,02;Dropout
1;7;1;9003;1;3;130;1;1;38;9;7;130;1;0;0;0;1;0;32;0;11;17;31;11;12,7272727272727;4;10;12;24;10;12,7;1;15,5;2,8;-4,06;Dropout
1;43;1;9670;1;6;170;1;34;34;0;0;111,6;0;0;0;1;1;0;35;0;1;5;5;1;14;0;0;5;5;0;0;0;9,4;-0,8;-3,12;Dropout
1;18;3;9147;1;1;133,1;1;1;38;4;7;101;1;0;0;0;1;0;23;0;0;5;0;0;0;0;0;5;0;0;0;0;8,9;1,4;3,51;Dropout
2;43;1;9670;1;1;120;1;34;34;0;0;128,2;0;0;0;1;1;0;35;0;0;5;5;0;0;0;0;5;5;1;10;0;9,4;-0,8;-3,12;Dropout
1;1;1;9853;1;1;133,1;1;34;34;0;0;142,8;0;0;0;1;1;0;20;0;0;6;12;0;0;0;0;6;12;0;0;0;7,6;2,6;0,32;Dropout
1;7;1;9991;0;40;150;1;37;37;6;6;150;1;0;0;1;1;0;44;0;3;7;9;7;13,5;0;0;5;6;5;16,2;0;8,9;1,4;3,51;Dropout
1;39;1;9119;1;19;120;1;37;37;9;4;98,6;0;0;1;0;1;0;28;0;0;5;10;0;0;0;0;5;7;0;0;0;12,4;0,5;1,79;Dropout
1;7;1;9991;0;3;130;1;37;37;9;9;130;0;0;0;1;1;0;31;0;9;9;9;9;14,2222222222222;0;5;5;5;5;12,8;0;12,7;3,7;-1,7;Dropout
1;39;1;9003;1;1;100;1;1;3;9;10;120;0;0;1;0;1;0;44;0;2;7;14;4;12;2;0;6;16;0;0;1;15,5;2,8;-4,06;Dropout
1;18;1;9119;1;1;148;1;3;19;3;5;147,7;0;0;0;1;1;1;18;0;0;5;5;0;0;0;0;5;5;0;0;0;9,4;-0,8;-3,12;Dropout
1;17;2;9119;1;1;135;1;12;19;5;5;121;0;0;0;1;1;0;19;0;0;5;0;0;0;0;0;5;0;0;0;0;12,4;0,5;1,79;Dropout
2;39;1;9773;1;1;133,1;1;37;37;7;4;132;0;0;0;1;1;0;43;0;0;6;10;4;11,75;0;0;6;7;0;0;0;15,5;2,8;-4,06;Dropout
1;18;3;9254;1;1;121;1;19;19;9;6;125,9;1;0;0;1;1;0;18;0;0;6;0;0;0;0;0;6;0;0;0;0;13,9;-0,3;0,79;Dropout
1;1;1;171;1;1;159;1;3;3;2;2;165,7;1;0;0;1;1;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,4;-0,8;-3,12;Dropout
1;17;5;9254;1;1;130;1;37;38;9;9;122,7;1;0;1;1;1;1;20;0;0;6;7;0;0;0;0;6;6;0;0;0;8,9;1,4;3,51;Dropout
2;39;1;9991;0;1;121;1;37;19;9;9;141,4;0;0;1;0;1;0;29;0;0;5;7;4;11,25;0;0;5;8;4;11,8;0;10,8;1,4;1,74;Dropout
1;39;1;9130;1;19;133,1;1;37;37;9;10;156,4;1;0;1;1;1;0;44;0;0;6;9;5;11,5714285714286;0;0;6;11;0;0;0;13,9;-0,3;0,79;Dropout
